,SKN load,MSR load,ATG load,GLP load,DMA load,MTQ load,LCA load,SVG load,GRD load,BRB load
1902,30.79,1.86,49.3,227.7,14.5,204.5,53.4,20.6,29.6,135.2
1903,33.05,1.99,52.4,238.7,15.5,220.2,57.2,21.9,31.9,144.4
1904,35.58,2.12,56.31,256.9,16.7,235.9,61.8,23.6,33.9,156.2
1905,36.56,2.23,59.4,274.0,17.0,245.7,64.2,24.8,35.5,160.2
1906,37.44,2.23,60.0,279.4,17.3,251.0,64.3,24.9,36.2,166.7
1907,38.17,2.29,62.03,282.4,18.1,258.2,66.8,25.7,37.2,172.9
1908,37.79,2.27,62.0,278.5,17.8,255.6,66.3,25.4,36.9,166.8
1909,37.66,2.25,59.86,271.7,17.4,249.0,64.0,25.1,36.2,164.8
1910,36.3,2.17,57.54,267.4,16.8,241.7,62.3,24.2,35.1,158.1
1911,35.6,2.15,57.57,262.6,16.5,237.3,60.9,24.0,34.6,154.8
1912,34.57,2.07,54.6,253.8,16.0,227.8,58.4,22.5,33.0,151.4
1913,33.43,2.03,54.2,242.3,15.8,223.6,58.2,22.3,32.7,148.8
1914,36.8,2.21,57.68,268.9,17.3,243.9,63.8,24.1,35.5,161.7
1915,38.72,2.3,60.51,278.6,17.6,255.1,65.8,25.7,36.7,169.2
1916,36.33,2.18,59.01,272.4,17.1,244.7,63.9,24.5,35.9,162.0
1917,34.81,2.09,55.42,252.2,15.9,229.4,59.5,22.7,33.4,153.2
1918,33.24,1.97,52.89,237.2,15.3,218.6,56.2,22.1,32.0,144.4
1919,30.42,1.83,48.49,224.3,14.2,202.4,52.0,20.2,29.5,135.3
1920,27.58,1.67,44.37,205.6,13.2,186.5,48.6,18.9,26.7,124.1
1921,26.78,1.59,42.59,193.9,12.2,176.9,45.6,17.6,25.6,117.3
1922,26.03,1.56,40.95,187.3,12.0,171.5,44.9,17.3,25.1,113.8
1923,25.79,1.52,41.48,188.8,12.0,170.4,44.9,16.9,24.5,113.7
1924,25.61,1.55,41.75,191.7,12.3,172.6,45.1,17.3,24.8,113.2
1925,28.61,1.7,44.48,207.5,13.3,188.1,48.5,18.7,27.1,125.2
1926,30.11,1.85,47.98,222.9,14.0,202.9,52.0,20.0,29.8,135.5
1927,33.08,2.01,52.15,243.6,15.5,220.1,56.4,22.0,32.0,143.8
1928,35.5,2.16,55.95,260.8,16.6,236.4,62.1,23.3,34.2,156.5
1929,36.78,2.24,58.55,269.9,17.5,246.9,63.7,24.6,36.0,164.4
1930,38.07,2.27,59.64,276.1,17.3,251.1,65.4,25.0,36.1,163.3
1931,38.79,2.3,61.53,284.8,17.6,255.2,67.3,25.3,37.0,168.4
1932,38.6,2.3,62.36,280.3,17.8,256.3,65.7,25.4,36.8,167.7
1933,38.4,2.32,60.71,282.8,17.8,254.2,65.8,25.1,37.0,168.7
1934,37.33,2.29,59.57,277.9,17.4,251.5,66.2,25.4,36.8,165.9
1935,37.04,2.23,58.84,271.1,17.3,245.8,64.6,24.8,35.6,164.0
1936,35.48,2.11,56.38,262.2,16.7,235.1,60.9,23.8,34.3,155.2
1937,33.93,2.05,54.33,254.0,15.7,227.9,59.7,23.1,32.8,150.2
1938,36.13,2.21,59.11,270.4,16.9,244.4,64.0,24.2,35.7,163.6
1939,38.75,2.31,61.74,278.6,18.0,256.5,67.3,25.9,36.8,168.6
1940,37.08,2.23,57.98,271.5,17.3,245.1,63.7,24.8,35.4,159.5
1941,35.12,2.08,54.89,250.4,16.0,230.8,59.1,23.4,33.5,150.4
1942,32.98,1.97,52.19,237.2,15.3,218.3,57.1,22.1,31.7,142.0
1943,30.46,1.78,48.4,224.1,13.9,201.2,52.0,20.0,29.2,131.6
1944,28.19,1.66,44.23,203.0,13.2,186.0,47.7,18.6,26.9,124.0
1945,26.84,1.57,42.04,191.2,12.4,176.4,46.4,17.8,25.9,115.1
1946,25.93,1.53,40.72,189.1,11.8,170.8,44.5,17.2,24.7,114.3
1947,25.54,1.53,40.63,184.6,11.7,168.5,44.3,17.0,24.5,111.5
1948,26.01,1.52,41.05,188.9,11.9,170.9,44.8,17.0,24.5,113.9
1949,27.95,1.66,44.56,207.0,13.1,187.4,48.5,18.5,27.1,124.9
1950,30.16,1.81,49.08,221.0,14.3,201.6,52.6,19.9,29.6,133.6
1951,32.59,1.97,52.11,239.6,15.5,218.3,57.5,22.0,31.9,145.2
1952,32.39,1.97,51.48,235.7,15.1,216.1,55.6,21.7,31.4,143.2
1953,36.17,2.17,56.96,264.8,16.9,240.5,61.9,24.3,34.6,159.8
1954,36.22,2.19,58.71,265.3,17.3,243.6,63.1,24.5,35.0,159.3
1955,37.45,2.2,59.44,269.5,17.4,247.6,63.5,25.0,36.0,165.2
1956,36.79,2.21,59.49,269.5,17.5,247.4,64.8,24.5,36.4,164.1
1957,36.63,2.16,58.74,264.2,17.1,242.8,62.2,24.0,35.7,161.2
1958,35.84,2.15,56.63,264.0,16.9,238.0,62.1,23.5,34.7,158.9
1959,34.8,2.06,55.43,252.5,16.2,231.3,60.3,22.9,33.7,150.4
1960,33.7,2.05,53.52,249.7,15.9,225.5,57.8,22.4,33.0,147.7
1961,32.98,2.0,53.11,242.6,15.6,220.9,57.8,22.0,31.9,144.0
1962,35.66,2.11,55.86,259.3,16.3,235.8,61.6,23.8,34.4,155.5
1963,37.07,2.17,57.95,266.1,17.1,244.0,63.9,24.3,35.7,160.3
1964,34.89,2.07,56.19,254.1,16.3,233.4,60.1,23.2,33.7,152.4
1965,33.14,1.97,53.03,237.2,15.5,218.1,56.1,21.6,31.4,142.8
1966,31.18,1.9,50.18,233.3,14.7,210.7,54.2,21.2,31.0,139.2
1967,29.49,1.76,46.47,215.5,13.8,195.8,50.7,19.9,28.3,128.9
1968,27.45,1.64,43.68,201.7,12.9,181.4,47.4,18.3,26.3,120.0
1969,26.01,1.56,40.94,186.2,11.8,171.6,44.0,17.2,25.1,113.3
1970,24.53,1.49,40.03,183.8,11.7,164.7,42.5,16.4,23.7,107.3
1971,24.47,1.48,38.67,179.4,11.4,161.9,41.5,16.2,23.8,108.2
1972,24.45,1.45,38.56,175.8,11.2,161.0,41.6,16.1,23.2,105.8
1973,25.3,1.51,41.0,187.9,11.7,168.4,44.1,17.1,24.4,111.8
1974,25.42,1.54,41.23,190.0,11.9,171.8,44.2,17.4,24.8,114.7
1975,27.65,1.65,45.13,202.0,13.0,185.5,48.9,18.5,26.5,123.4
1976,30.42,1.78,47.91,220.1,13.9,200.1,51.3,19.9,29.3,131.7
1977,31.76,1.9,50.37,232.5,14.9,211.4,55.7,21.2,31.0,138.9
1978,30.86,1.84,49.9,229.2,14.5,207.9,54.8,20.7,30.2,135.5
1979,30.95,1.88,49.59,230.7,14.5,208.3,54.7,21.1,30.0,138.0
1980,31.49,1.85,49.57,228.1,14.4,207.4,53.8,20.7,29.7,137.7
1981,29.6,1.79,48.11,218.8,13.8,198.7,51.2,19.8,29.0,129.7
1982,28.85,1.71,45.53,206.3,13.5,189.8,48.7,19.2,27.6,126.3
1983,27.75,1.68,44.82,204.6,13.3,187.8,48.9,18.7,27.6,124.1
1984,28.02,1.64,44.64,204.1,12.8,184.1,47.4,18.5,26.7,121.1
1985,27.64,1.67,44.41,202.7,13.0,186.0,48.4,18.8,26.8,124.2
1986,30.74,1.87,49.05,224.2,14.3,206.4,53.9,20.6,29.9,135.5
1987,34.38,2.04,54.82,253.2,16.0,227.0,59.1,22.6,33.2,148.5
1988,32.91,1.97,54.01,245.9,15.6,221.8,57.0,22.5,32.3,147.1
1989,32.09,1.94,50.54,237.2,15.0,213.1,56.2,21.4,30.4,142.3
1990,31.01,1.89,49.62,229.7,14.7,208.3,54.4,20.8,30.2,136.9
1991,28.7,1.76,45.99,215.8,13.8,194.2,50.3,19.2,28.3,126.8
1992,26.96,1.61,43.85,198.3,12.5,180.3,46.8,18.0,26.0,120.0
1993,25.6,1.55,41.59,188.0,11.9,170.8,43.8,17.0,25.0,113.3
1994,24.8,1.49,38.94,180.1,11.5,164.2,43.1,16.3,24.0,108.9
1995,24.29,1.46,39.21,179.7,11.3,161.2,42.5,16.3,23.3,106.2
1996,23.78,1.45,38.94,179.1,11.2,160.8,42.4,16.1,23.0,106.9
1997,24.55,1.48,38.79,178.5,11.5,163.8,42.4,16.2,23.9,109.1
1998,23.33,1.44,37.54,173.8,11.1,157.3,40.9,15.7,22.6,103.7
1999,25.17,1.52,40.63,182.7,11.6,167.6,43.3,16.6,24.3,111.3
2000,26.37,1.61,42.16,194.8,12.6,177.8,46.8,17.7,26.1,117.4
2001,27.51,1.65,43.3,201.2,12.9,182.0,47.5,18.0,26.2,120.4
2002,27.47,1.63,43.69,201.1,12.8,183.3,47.2,18.5,26.7,119.9
2003,27.4,1.68,44.83,203.9,12.7,184.2,48.6,18.3,26.9,121.5
2004,27.2,1.67,43.72,204.2,12.8,183.5,47.9,18.2,26.4,121.2
2005,25.92,1.56,41.77,190.4,12.4,175.0,45.5,17.4,25.1,116.0
2006,24.5,1.48,39.21,179.6,11.5,165.2,43.6,16.3,23.8,108.3
2007,24.03,1.46,38.86,174.7,11.2,161.0,42.0,15.9,23.1,105.5
2008,23.95,1.42,38.3,174.5,11.3,160.0,42.2,16.2,23.3,105.5
2009,24.37,1.47,38.81,181.5,11.5,163.1,42.7,16.1,23.7,108.7
2010,28.29,1.68,45.33,206.9,13.3,187.4,49.4,18.6,27.2,125.2
2011,32.43,1.91,50.69,234.4,15.0,214.4,56.3,21.5,30.9,142.5
2012,31.79,1.92,51.8,231.7,15.1,213.5,56.1,21.5,31.1,141.6
2013,30.57,1.84,49.34,223.1,14.5,205.5,53.6,20.3,29.9,134.1
2014,30.01,1.81,48.14,218.7,14.0,200.2,52.8,20.1,29.2,133.1
2015,28.17,1.68,44.46,204.9,13.2,185.7,48.9,18.7,26.8,123.9
2016,26.0,1.53,41.69,188.4,11.9,171.4,43.9,17.3,25.1,114.1
2017,24.29,1.48,39.46,177.2,11.5,162.9,41.9,16.1,23.3,108.8
2018,24.08,1.44,37.62,172.9,11.0,158.8,41.9,15.9,23.2,104.3
2019,23.54,1.42,37.99,173.4,11.0,157.5,40.8,15.7,22.8,104.5
2020,23.95,1.46,38.32,178.5,11.3,161.5,41.7,15.9,23.7,105.1
2021,26.26,1.58,42.58,194.5,12.5,177.0,46.3,17.6,25.9,115.9
2022,28.77,1.69,44.78,210.7,13.3,189.0,49.6,18.7,27.5,123.7
2023,31.43,1.88,50.04,235.0,14.9,211.3,55.5,21.1,31.0,139.4
2024,34.77,2.1,56.29,252.7,16.4,232.2,60.5,23.1,34.0,155.1
2025,36.45,2.15,58.5,262.3,16.8,241.5,61.9,23.9,34.8,160.6
2026,36.61,2.18,58.0,266.8,16.9,244.3,64.4,24.7,35.3,158.9
2027,37.45,2.24,60.12,272.7,17.7,250.2,65.0,25.0,35.8,165.2
2028,36.91,2.18,58.31,268.4,17.3,244.0,64.3,24.5,34.9,160.2
2029,36.65,2.16,58.51,261.8,16.8,241.4,62.5,23.8,35.3,161.5
2030,35.75,2.12,56.11,257.9,16.4,234.9,60.7,23.4,33.7,152.9
2031,34.44,2.05,54.51,252.5,16.0,229.0,60.0,22.6,33.6,150.7
2032,33.0,1.98,53.43,243.0,15.4,221.0,57.3,21.8,32.3,146.9
2033,32.13,1.93,50.5,234.8,14.9,213.6,56.3,21.1,30.7,142.8
2034,35.06,2.08,56.1,252.3,16.2,232.5,60.1,23.4,33.3,153.4
2035,37.29,2.24,60.66,276.9,17.7,251.9,66.2,25.5,36.7,164.4
2036,36.27,2.2,58.74,262.5,16.7,241.3,63.6,24.1,34.6,159.2
2037,34.31,2.02,54.59,251.5,15.6,225.4,58.6,22.6,32.2,148.4
2038,32.47,1.91,51.04,237.9,14.9,214.6,55.6,21.4,31.1,141.1
2039,29.55,1.8,47.96,221.6,13.8,198.8,52.0,20.0,28.6,131.2
2040,27.99,1.68,44.54,202.8,12.9,184.5,47.6,18.2,26.4,121.5
2041,26.34,1.57,41.67,192.5,12.2,175.4,45.8,17.4,25.1,116.4
2042,25.63,1.53,41.28,185.5,12.0,169.8,43.9,16.8,24.7,112.5
2043,25.16,1.52,40.49,181.9,11.7,167.7,43.7,16.6,24.5,112.3
2044,25.62,1.52,41.45,185.2,11.9,170.6,44.3,17.0,24.5,113.9
2045,27.32,1.67,44.23,201.1,12.7,183.1,47.1,18.4,26.9,121.7
2046,29.29,1.77,47.31,214.6,13.8,195.4,50.3,19.4,28.7,128.1
2047,32.6,1.98,51.53,235.5,15.3,217.3,55.7,21.9,31.8,141.4
2048,35.91,2.15,57.09,257.2,16.9,237.4,62.1,23.6,34.8,158.6
2049,37.24,2.23,59.47,271.4,17.2,245.5,64.2,24.4,35.6,162.7
2050,36.75,2.24,59.1,276.5,17.4,248.3,65.0,24.9,36.2,162.9
2051,37.48,2.27,60.76,275.9,17.9,252.6,65.5,24.9,36.4,165.7
2052,38.58,2.29,61.89,280.9,17.9,256.5,65.7,25.3,37.7,171.2
2053,38.44,2.26,60.06,277.0,17.5,253.6,66.2,25.0,36.3,165.9
2054,37.18,2.23,59.4,278.2,17.4,249.9,65.9,24.8,36.6,164.6
2055,36.13,2.19,58.06,267.6,17.2,244.1,63.5,24.2,35.0,161.2
2056,35.38,2.13,56.57,255.5,16.2,234.2,61.7,23.5,33.6,155.8
2057,33.65,2.01,55.11,246.0,16.0,226.8,59.2,22.6,32.8,150.8
2058,35.51,2.18,58.33,265.5,17.0,240.2,62.9,24.1,34.7,158.7
2059,37.52,2.26,59.98,272.8,17.7,251.8,65.6,25.4,36.9,166.4
2060,35.63,2.16,57.68,261.8,16.7,240.2,62.4,23.7,35.2,157.3
2061,33.73,2.03,53.58,243.8,15.8,224.8,58.3,22.4,32.9,146.3
2062,31.85,1.93,51.19,234.3,15.0,214.2,56.1,21.3,31.3,140.7
2063,29.08,1.75,46.62,214.2,13.7,196.0,51.1,19.6,28.8,128.2
2064,26.94,1.61,43.06,197.6,12.8,179.9,47.3,17.8,25.8,119.7
2065,25.37,1.55,40.8,187.3,12.0,170.2,44.7,17.3,25.0,111.8
2066,24.54,1.47,39.38,181.6,11.7,164.5,43.1,16.3,24.0,109.8
2067,24.39,1.45,39.41,178.3,11.3,162.7,42.2,16.3,23.6,107.6
2068,24.65,1.47,39.91,181.2,11.6,165.6,43.7,16.8,23.9,109.9
2069,26.82,1.62,43.26,194.0,12.4,178.2,45.8,17.7,25.5,116.9
2070,28.6,1.72,45.56,208.7,13.4,189.6,48.9,18.7,27.6,123.5
2071,32.06,1.92,51.65,236.0,14.9,212.2,54.7,21.4,30.8,139.9
2072,34.47,2.1,55.32,257.2,16.1,233.0,60.6,23.5,33.5,154.0
2073,36.24,2.19,58.59,264.5,17.1,243.2,64.0,24.5,34.8,160.8
2074,37.48,2.26,58.62,270.0,17.2,247.7,64.9,24.4,36.0,163.8
2075,37.58,2.28,60.98,276.6,17.8,251.7,66.2,24.9,36.1,165.5
2076,38.12,2.29,61.13,280.4,17.7,252.6,66.2,25.4,37.1,165.4
2077,37.05,2.22,59.16,272.9,17.3,246.6,64.9,25.0,35.4,163.1
2078,34.7,2.14,55.7,254.9,16.4,234.3,60.0,23.3,34.2,154.8
2079,34.14,2.09,55.73,250.6,16.3,229.9,59.6,23.0,33.1,150.4
2080,33.58,2.01,53.91,244.3,15.8,223.5,57.5,22.7,32.0,148.8
2081,32.6,1.95,52.47,238.5,15.4,219.0,56.7,22.1,31.7,145.7
2082,34.97,2.13,57.0,255.9,16.3,235.0,61.3,23.7,34.6,155.0
2083,37.02,2.21,58.63,270.0,17.4,246.9,63.7,25.0,35.7,161.5
2084,36.02,2.12,56.46,263.0,16.6,237.1,62.5,24.1,34.7,157.9
2085,32.98,1.98,52.77,244.7,15.3,221.9,58.0,22.2,32.3,146.7
2086,32.06,1.92,51.74,234.7,14.9,213.9,55.1,21.2,31.0,139.4
2087,29.31,1.77,46.67,216.3,14.0,197.4,51.1,19.6,28.5,131.3
2088,26.76,1.63,43.65,200.3,12.7,181.0,46.7,18.1,26.3,118.9
2089,25.52,1.55,41.38,188.8,11.8,171.4,44.8,17.2,25.2,113.7
2090,24.59,1.5,39.2,181.8,11.7,165.3,42.5,16.6,23.7,108.9
2091,24.94,1.48,39.26,182.7,11.5,163.9,43.2,16.2,23.6,109.1
2092,25.27,1.51,40.29,182.6,11.8,167.2,43.5,16.7,24.1,111.7
2093,27.17,1.62,43.34,196.8,12.7,180.7,46.9,17.9,26.5,117.8
2094,28.87,1.75,45.69,213.5,13.5,192.4,49.7,19.1,27.6,126.3
2095,32.43,1.95,51.78,239.4,15.2,214.9,55.3,21.4,31.5,143.3
2096,34.61,2.05,55.69,255.6,15.9,230.4,60.6,23.1,33.9,149.8
2097,35.37,2.07,56.6,255.6,16.5,233.3,60.4,23.2,34.3,151.7
2098,35.16,2.16,57.28,261.5,16.7,236.7,61.7,23.8,34.4,157.2
2099,36.6,2.22,57.97,270.4,17.0,242.9,63.9,24.0,35.5,162.7
2100,36.32,2.2,59.02,271.5,17.2,245.0,64.5,24.5,35.3,159.9
2101,36.38,2.17,58.03,261.8,17.0,239.4,61.8,24.1,34.8,159.1
2102,35.57,2.15,56.3,257.6,16.3,235.8,60.8,23.6,34.5,155.8
2103,34.71,2.04,55.49,255.0,16.1,230.2,59.7,22.8,33.6,150.1
2104,33.43,1.98,52.64,241.1,15.6,221.2,57.9,22.3,32.5,147.8
2105,32.16,1.94,52.59,235.0,15.0,216.3,56.9,21.8,31.2,144.8
2106,34.46,2.04,54.4,250.9,15.7,226.8,59.3,22.6,33.3,150.4
2107,35.37,2.14,55.76,260.9,16.5,234.9,60.8,23.8,34.3,156.9
2108,33.84,2.04,53.41,250.2,16.0,225.9,57.9,22.7,32.9,148.6
2109,32.13,1.96,51.85,236.3,15.0,216.2,56.5,21.6,31.0,142.8
2110,31.46,1.88,50.16,232.7,15.0,210.7,55.3,20.9,30.8,138.6
2111,29.75,1.78,46.59,214.4,13.6,195.8,51.1,19.8,28.2,128.7
2112,26.87,1.63,42.6,198.1,12.5,179.9,47.3,18.2,25.7,117.2
2113,25.74,1.5,40.18,185.6,11.9,169.5,43.6,16.7,24.2,112.2
2114,24.15,1.47,39.39,179.4,11.4,162.8,42.7,16.3,23.3,108.9
2115,24.25,1.46,38.8,174.9,11.2,160.0,41.8,16.0,22.9,105.6
2116,24.19,1.42,38.03,176.2,11.2,159.7,41.9,16.0,23.4,105.4
2117,24.01,1.45,38.56,176.9,11.1,160.1,41.1,15.9,23.0,106.3
2118,23.52,1.4,37.89,171.4,10.9,156.2,41.2,15.4,22.6,102.0
2119,24.81,1.5,40.52,181.2,11.5,166.9,43.7,16.9,24.4,110.8
2120,26.09,1.59,41.83,191.1,12.5,176.4,45.9,17.5,25.8,117.3
2121,27.08,1.64,43.3,202.4,12.6,181.8,47.9,18.3,26.5,119.0
2122,27.73,1.68,45.07,201.2,12.9,185.0,48.5,18.5,27.0,121.0
2123,28.54,1.7,44.8,208.2,13.4,188.4,48.8,18.6,27.0,123.8
2124,27.86,1.68,45.67,206.1,13.1,188.0,48.7,18.8,27.2,125.0
2125,27.18,1.64,44.37,200.4,12.8,182.8,47.8,18.4,26.1,121.3
2126,25.14,1.51,39.8,182.0,11.9,167.6,44.2,16.7,24.2,110.5
2127,24.56,1.44,39.18,180.0,11.4,162.3,42.4,16.3,23.3,106.3
2128,25.24,1.51,40.19,183.4,11.9,167.7,43.5,16.8,24.2,109.3
2129,25.87,1.58,42.02,191.4,12.2,173.3,45.5,17.6,25.1,115.2
2130,29.11,1.74,46.87,212.5,13.7,193.3,49.6,19.1,28.4,128.9
2131,31.45,1.87,50.47,231.8,14.5,209.3,54.7,20.7,30.5,137.4
2132,30.61,1.83,49.96,227.2,14.6,206.4,53.6,20.7,29.9,135.6
2133,29.65,1.78,47.79,215.2,14.0,198.1,51.7,19.7,28.5,130.0
2134,29.3,1.75,46.75,214.9,13.4,194.1,50.9,19.5,28.0,129.0
2135,27.7,1.63,43.95,201.5,12.6,183.1,48.2,18.6,26.2,120.8
2136,25.47,1.54,40.72,185.7,11.8,169.8,44.5,17.1,24.6,111.0
2137,23.83,1.45,38.78,179.7,11.2,161.2,42.1,16.2,23.0,105.7
2138,23.43,1.41,37.47,170.7,11.0,155.4,40.6,15.7,22.2,104.1
2139,22.81,1.4,36.29,168.9,10.7,153.4,40.2,15.3,22.2,101.3
2140,22.92,1.4,37.12,171.1,10.8,154.9,40.9,15.7,22.4,102.4
2141,24.72,1.48,38.5,176.2,11.5,162.5,42.2,16.3,23.4,108.8
2142,24.72,1.49,39.78,182.5,11.5,165.6,43.1,16.6,24.0,110.1
2143,26.87,1.6,43.13,196.7,12.7,180.2,47.5,18.2,26.2,119.9
2144,29.09,1.76,46.61,214.5,13.5,195.7,51.1,19.8,28.2,127.2
2145,30.02,1.8,48.93,223.8,14.2,203.2,53.2,20.5,29.8,135.5
2146,31.32,1.88,48.83,229.3,14.3,205.9,53.9,20.6,30.3,134.4
2147,31.93,1.87,49.6,228.1,14.7,209.8,53.9,20.8,30.1,137.2
2148,31.19,1.9,50.38,232.6,14.7,210.4,54.9,20.9,30.1,137.1
2149,31.07,1.85,49.26,227.9,14.2,204.5,53.2,20.6,29.8,136.1
2150,29.98,1.76,47.23,219.1,13.7,197.1,51.5,19.8,28.2,130.8
2151,29.13,1.75,45.96,214.7,13.5,193.4,51.0,19.3,27.8,127.4
2152,28.99,1.76,45.66,208.7,13.6,192.3,50.0,19.5,27.6,125.4
2153,29.14,1.74,46.64,217.6,13.8,195.0,50.5,19.3,28.4,129.0
2154,31.6,1.94,51.5,231.3,15.0,213.0,55.1,21.1,31.1,142.1
2155,33.77,1.98,53.63,247.5,15.4,222.6,58.3,22.3,32.6,146.3
2156,32.52,1.94,52.14,239.3,14.9,215.4,56.7,21.8,31.4,144.0
2157,30.45,1.84,48.14,222.7,14.2,201.7,51.8,20.4,29.3,132.8
2158,30.27,1.79,48.37,218.6,13.8,199.0,52.3,20.1,28.9,130.6
2159,27.57,1.68,44.5,202.4,13.2,186.3,48.9,18.6,27.3,122.7
2160,26.08,1.56,41.73,191.7,11.9,173.2,44.7,17.2,25.3,114.2
2161,24.51,1.45,38.87,181.4,11.4,162.8,42.3,16.4,23.5,106.8
2162,23.49,1.4,37.7,174.4,11.1,156.6,40.2,15.5,22.7,104.3
2163,23.1,1.39,37.55,171.2,11.0,155.4,40.2,15.8,22.3,103.9
2164,23.4,1.4,37.69,171.2,11.0,155.5,40.9,15.5,22.8,101.1
2165,24.22,1.44,38.25,177.5,11.1,160.4,41.5,15.8,23.0,105.0
2166,24.24,1.47,38.55,181.1,11.3,162.3,41.7,16.2,23.3,108.6
2167,26.0,1.56,41.89,190.8,12.1,172.2,44.3,17.0,25.3,112.1
2168,27.57,1.65,43.92,204.8,12.8,183.8,47.1,18.6,27.0,120.3
2169,28.36,1.69,45.67,206.1,13.5,189.6,49.4,18.7,27.5,125.9
2170,29.21,1.73,46.5,215.1,13.8,194.7,50.7,19.5,28.0,129.4
2171,29.85,1.75,47.76,214.9,13.9,196.3,51.6,19.5,28.8,128.9
2172,28.65,1.71,45.69,212.4,13.3,191.7,49.5,19.1,27.9,127.2
2173,26.82,1.61,43.03,197.8,12.7,179.1,45.9,18.0,25.7,117.5
2174,25.44,1.49,40.46,187.3,11.9,168.0,44.3,16.6,24.2,112.0
2175,24.33,1.46,39.6,179.2,11.6,163.9,42.2,16.2,23.7,108.2
2176,24.31,1.46,38.91,181.4,11.4,162.8,41.9,16.4,23.3,107.0
2177,25.34,1.51,39.77,182.1,11.7,167.8,44.0,17.0,24.6,110.0
2178,28.54,1.7,45.26,206.1,13.3,190.1,48.9,19.0,27.7,123.8
2179,30.69,1.82,48.79,225.1,14.1,202.0,52.8,20.5,29.7,134.3
2180,30.4,1.81,48.51,220.0,14.2,200.0,52.2,19.9,28.7,133.0
2181,29.16,1.71,45.83,210.4,13.3,191.8,50.4,19.4,27.7,126.8
2182,28.48,1.69,45.27,207.8,13.3,188.5,49.0,19.0,27.0,125.5
2183,26.47,1.57,42.06,194.7,12.3,176.4,45.2,17.9,25.8,116.2
2184,24.45,1.47,39.84,179.5,11.4,164.1,42.6,16.4,23.8,106.9
2185,23.4,1.41,37.88,172.2,10.8,155.8,40.5,15.7,22.6,102.7
2186,22.17,1.31,34.77,162.9,10.2,146.8,38.5,14.7,21.0,96.2
2187,21.28,1.31,34.11,158.8,10.1,143.8,37.2,14.2,20.7,94.1
2188,21.12,1.3,33.77,158.6,9.9,142.5,37.5,14.2,20.4,93.8
2189,21.63,1.31,34.67,160.5,10.2,145.0,37.3,14.7,20.8,96.9
2190,21.14,1.28,34.11,154.5,10.0,142.4,36.8,14.2,20.7,92.9
2191,22.92,1.38,36.66,167.7,10.7,153.6,40.1,15.4,22.0,101.1
2192,25.13,1.51,40.41,185.3,11.7,166.3,42.9,16.5,24.4,110.1
2193,25.91,1.56,41.61,190.2,12.1,174.7,44.8,17.4,25.6,116.1
2194,26.75,1.62,43.54,197.8,12.5,179.5,46.0,17.8,26.4,119.7
2195,27.77,1.65,44.0,203.4,12.7,183.1,47.7,18.2,26.3,120.6
2196,27.44,1.65,44.17,196.9,12.9,181.4,47.4,17.9,26.5,121.0
2197,25.47,1.51,40.35,185.3,11.7,169.3,43.8,17.2,24.5,112.5
2198,24.13,1.45,38.56,179.9,11.2,161.4,41.7,16.3,23.6,108.0
2199,23.65,1.4,37.41,172.6,11.1,157.2,40.3,15.6,22.5,102.3
2200,23.45,1.39,37.8,170.1,10.9,155.4,39.9,15.6,22.2,101.0
2201,23.56,1.42,37.24,171.4,10.9,156.7,40.3,15.8,22.5,102.9
2202,27.27,1.61,43.63,196.3,12.7,179.8,46.4,18.1,26.2,119.2
2203,31.46,1.87,50.07,230.0,14.6,209.3,54.9,21.2,30.3,138.5
2204,31.13,1.88,50.96,233.5,14.6,209.9,55.1,21.1,30.4,137.7
2205,30.65,1.81,48.82,222.8,14.4,203.3,52.4,20.6,29.4,136.0
2206,29.25,1.76,47.47,213.7,13.8,197.2,51.5,19.5,28.7,128.5
2207,27.91,1.63,43.49,200.3,13.0,183.7,47.1,18.4,26.3,120.0
2208,25.75,1.51,40.44,184.3,11.7,169.3,43.9,17.0,24.4,110.8
2209,24.21,1.43,38.41,179.5,11.4,160.9,41.2,15.9,23.6,106.2
2210,23.54,1.41,38.16,174.1,11.1,157.5,40.6,15.7,22.7,104.1
2211,23.7,1.42,37.51,174.7,10.9,156.5,40.7,15.5,23.0,102.0
2212,23.56,1.41,37.8,175.6,11.1,157.5,40.8,15.7,22.7,105.5
2213,25.84,1.51,41.25,187.2,11.9,170.4,44.1,16.9,24.4,111.5
2214,27.03,1.61,43.13,197.1,12.7,181.3,47.0,17.9,26.4,120.6
2215,30.83,1.88,49.45,229.2,14.5,207.7,54.7,20.5,30.2,135.1
2216,33.83,2.05,55.07,249.3,16.2,227.8,59.7,22.8,32.9,152.1
2217,36.08,2.11,56.58,257.3,16.5,237.3,61.6,23.8,34.6,157.0
2218,36.48,2.18,58.85,263.9,16.8,241.9,62.9,23.9,34.8,160.5
2219,37.38,2.25,59.15,274.2,17.4,249.6,64.2,24.8,36.0,166.1
2220,37.86,2.29,61.14,282.4,18.1,254.4,65.8,25.2,37.0,166.9
2221,37.46,2.27,59.44,276.9,17.8,250.0,64.6,24.9,36.1,165.7
2222,37.04,2.19,58.52,274.1,17.2,245.6,63.0,24.2,35.5,164.2
2223,35.61,2.13,57.19,264.0,16.7,239.1,61.9,24.0,35.1,155.8
2224,34.24,2.05,54.53,256.1,15.9,230.0,60.5,22.7,33.4,152.1
2225,32.81,1.97,52.42,242.6,15.4,221.1,57.9,22.4,31.6,147.1
